Department,Department-Division,PCN,Position Title,FLSA Status,Initial Hire Date,Date in Title,Salary
LIB,LIB 035 Windsor Woods,N.030125,Library Services Specialist,Non Exempt,16-Dec-2012,07-Jul-2015,15.78
LIB,LIB 035 Windsor Woods,N.090123,Library Assistant,Non Exempt,16-Dec-2013,16-Dec-2013,11.16
LIB,LIB 035 Windsor Woods,B.004494.1,Account Clerk I,Non Exempt,25-May-2017,26-Apr-2018,28220.40
LIB,LIB 036 Pungo-Blackwater Area,N.030128,Library Program Specialist,Non Exempt,01-Oct-2006,07-Sep-2014,18.30
LIB,LIB 036 Pungo-Blackwater Area,B.006306,Library Supervisor,Exempt,01-Sep-2003,26-Mar-2020,62483.20
LIB,LIB 036 Pungo-Blackwater Area,B.002103,Librarian III,Exempt,16-Mar-2001,01-Jan-2008,83611.32
LIB,LIB 036 Pungo-Blackwater Area,N.090125,Library Services Specialist,Non Exempt,31-Aug-2017,,15.78
LIB,LIB 038 Princess Anne Area Library,B.005812,Librarian IV,Exempt,16-Oct-2012,13-Sep-2018,81641.56
LIB,LIB 038 Princess Anne Area Library,B.005811,Library Supervisor,Exempt,07-Sep-2015,07-Sep-2015,63766.04
LIB,LIB 038 Princess Anne Area Library,B.005809,Library Assistant Supervisor,Non Exempt,01-Aug-2009,16-Oct-2012,48885.20
LIB,LIB 038 Princess Anne Area Library,N.030131,Library Services Specialist,Non Exempt,17-Sep-2001,16-Aug-2003,15.78
LIB,LIB 038 Princess Anne Area Library,B.005998,Library Services Specialist,Non Exempt,16-Jun-2002,01-Sep-2006,42431.22
LIB,LIB 038 Princess Anne Area Library,B.005753,Library Program Specialist,Non Exempt,22-Sep-2015,12-Jun-2019,38968.80
LIB,LIB 038 Princess Anne Area Library,B.005752,Library Program Specialist,Non Exempt,16-Mar-1990,16-Jun-2003,53861.60
LIB,LIB 038 Princess Anne Area Library,B.005997,Library Services Specialist,Non Exempt,27-Apr-2017,12-Sep-2019,35005.62
LIB,LIB 038 Princess Anne Area Library,B.005805.1,Account Clerk II,Non Exempt,28-Sep-2017,28-Sep-2017,34381.62
LIB,LIB 038 Princess Anne Area Library,B.005996,Library Program Specialist,Non Exempt,16-Aug-2012,07-Jun-2018,39863.20
LIB,LIB 038 Princess Anne Area Library,N.090126,Library Assistant,Non Exempt,12-Oct-2017,,11.16
LIB,LIB 038 Princess Anne Area Library,N.090129,Library Assistant,Non Exempt,07-Jan-2015,07-Jan-2015,11.16
LIB,LIB 038 Princess Anne Area Library,B.005810,Library Assistant Supervisor,Non Exempt,16-Aug-2009,31-Jan-2019,46888.40
LIB,LIB 038 Princess Anne Area Library,B.005806,Library Program Specialist,Non Exempt,01-Oct-1989,16-Dec-2001,49160.80
LIB,LIB 038 Princess Anne Area Library,B.006000,Library Services Specialist,Non Exempt,16-Sep-2009,16-Jul-2013,36732.02
LIB,LIB 038 Princess Anne Area Library,N.090130,Library Services Specialist,Non Exempt,15-Aug-2019,,15.61
LIB,LIB 038 Princess Anne Area Library,N.030130,Library Assistant,Non Exempt,30-Mar-2017,,11.16
LIB,LIB 038 Princess Anne Area Library,B.006001,Library Services Specialist,Non Exempt,15-Aug-2019,03-Dec-2020,32842.42
LIB,LIB 038 Princess Anne Area Library,N.030133,Library Services Specialist,Non Exempt,15-Aug-2019,,15.61
LIB,LIB 038 Princess Anne Area Library,B.005999,Library Services Specialist,Non Exempt,16-Feb-2013,21-Nov-2019,32842.42
LIB,LIB 038 Princess Anne Area Library,N.090127,Library Assistant,Non Exempt,30-Mar-2017,,11.16
LIB,LIB 038 Princess Anne Area Library,B.005995,Library Services Specialist,Non Exempt,03-Dec-2020,03-Dec-2020,31844.80
LIB,LIB 039 Joint Use Library,N.090134,Library Services Specialist,Non Exempt,15-Aug-2019,,15.61
LIB,LIB 039 Joint Use Library,B.006907,Library Services Specialist,Non Exempt,01-Aug-2013,01-Aug-2013,36732.02
LIB,LIB 039 Joint Use Library,N.030136.1,Library Program Specialist,Non Exempt,22-Aug-2016,22-Aug-2016,18.30
LIB,LIB 039 Joint Use Library,B.006900,Library Services Specialist,Non Exempt,01-Aug-2013,07-Jul-2015,36295.22
LIB,LIB 039 Joint Use Library,B.006915,Library Services Specialist,Non Exempt,09-Oct-1985,16-Jul-2013,46696.00
LIB,LIB 039 Joint Use Library,B.006919,Library Program Specialist,Non Exempt,01-Jun-1995,07-Oct-2015,45292.00
LIB,LIB 039 Joint Use Library,B.005514.1,Library Program Specialist,Non Exempt,22-Dec-2014,12-Apr-2018,39863.20
LIB,LIB 039 Joint Use Library,B.006875.1,Library Supervisor,Exempt,16-May-1999,16-Apr-2013,63766.04
LIB,LIB 039 Joint Use Library,N.090133,Library Services Specialist,Non Exempt,01-Oct-2008,07-Jul-2015,15.78
LIB,LIB 039 Joint Use Library,N.090135,Library Services Specialist,Non Exempt,22-Jun-2017,,15.78
LIB,LIB 039 Joint Use Library,N.030134.1,Library Assistant,Non Exempt,02-Jan-2020,,10.97
LIB,LIB 039 Joint Use Library,B.006905,Library Services Specialist,Non Exempt,16-Sep-2005,16-Jul-2013,36732.02
LIB,LIB 039 Joint Use Library,B.001926.1,Library Assistant Supervisor,Non Exempt,16-Nov-1987,01-Aug-2004,56248.40
LIB,LIB 039 Joint Use Library,B.005512.1,Library Assistant Supervisor,Non Exempt,01-Sep-2004,01-Sep-2004,55957.20
LIB,LIB 039 Joint Use Library,B.005516.2,Administrative Assistant,Non Exempt,01-Oct-2007,01-May-2009,42427.06
LIB,LIB 039 Joint Use Library,B.003587.1,Library Services Specialist,Non Exempt,01-Dec-2013,12-Apr-2018,34381.62
LIB,LIB 039 Joint Use Library,B.006916,Library Program Specialist,Non Exempt,07-Jan-2015,21-Jun-2018,38968.80
LIB,LIB 039 Joint Use Library,B.006911,Library Services Specialist,Non Exempt,10-May-2018,24-Oct-2019,38916.02
LIB,LIB 039 Joint Use Library,B.006910,Library Services Specialist,Non Exempt,16-Jul-2013,31-Jan-2019,33612.02
LIB,LIB 039 Joint Use Library,B.006923.1,Librarian III,Exempt,03-Sep-1985,22-Jun-2016,87318.40
LIB,LIB 039 Joint Use Library,B.006914.1,Library Program Specialist,Non Exempt,16-Sep-2009,01-Mar-2018,39863.20
LIB,LIB 039 Joint Use Library,B.006909,Library Services Specialist,Non Exempt,01-Oct-2008,16-Jul-2013,36732.02
LIB,LIB 039 Joint Use Library,B.005515.1,Library Program Specialist,Non Exempt,01-Oct-2004,07-Oct-2016,40799.20
LIB,LIB 039 Joint Use Library,N.090131,Library Assistant,Non Exempt,06-Dec-2018,,11.16
LIB,LIB 039 Joint Use Library,B.006912,Library Services Specialist,Non Exempt,01-Jul-2011,22-Nov-2015,35900.02
LIB,LIB 039 Joint Use Library,N.030137.1,Library Services Specialist,Non Exempt,22-Oct-2016,22-Oct-2016,15.78
LIB,LIB 039 Joint Use Library,B.001560.1,Library Services Specialist,Non Exempt,12-Oct-2017,11-Oct-2018,33612.02
LIB,LIB 039 Joint Use Library,N.090132,Library Assistant,Non Exempt,30-Mar-2017,,11.16
LIB,LIB 039 Joint Use Library,N.090144,Library Assistant,Non Exempt,12-Mar-2020,,10.97
LIB,LIB 039 Joint Use Library,B.006920,Library Program Specialist,Non Exempt,16-Aug-2003,01-Jun-2013,44293.60
LIB,LIB 039 Joint Use Library,B.006783,Librarian V,Exempt,01-Aug-1982,13-Sep-2018,98024.16
LIB,LIB 039 Joint Use Library,B.006163.2,Library Services Specialist,Non Exempt,30-Mar-2017,01-Jul-2021,31844.80
LIB,LIB 039 Joint Use Library,B.006906,Library Services Specialist,Non Exempt,22-Jun-2017,31-Jan-2019,33612.02
LIB,LIB 053 Records Management,B.002590,Records Specialist,Non Exempt,30-Mar-2017,22-Apr-2021,36249.46
LIB,LIB 053 Records Management,B.002342.2,Account Clerk III,Non Exempt,16-Jul-2009,07-Sep-2014,40347.06
LIB,LIB 053 Records Management,B.000193,Records Specialist,Non Exempt,17-Jan-2019,17-Jan-2019,36998.26
LIB,LIB 053 Records Management,B.000354.1,Public Records Coordinator,Exempt,01-Aug-1994,01-Jan-2010,67008.50
LIB,LIB 073 Support Services,B.003831.3,Business Application Specialist I,Non Exempt,01-Mar-2014,18-Jul-2019,48757.54
LIB,LIB 073 Support Services,B.003455.4,Business Application Support Technician,Non Exempt,03-Jan-2019,03-Jan-2019,43008.94
LIB,LIB 073 Support Services,B.002387.2,Library Technical Operations Specialist II,Non Exempt,06-Mar-1993,22-May-2016,39234.52
LIB,LIB 073 Support Services,B.005814.2,Librarian II,Exempt,01-Jun-2001,13-Aug-2020,57534.10
LIB,LIB 073 Support Services,B.003183.1,Distribution Clerk II,Non Exempt,17-Jul-1987,01-Jul-2012,42307.20
LIB,LIB 073 Support Services,B.003385.1,Librarian II,Exempt,01-Oct-1994,01-Oct-2002,68100.50
LIB,LIB 073 Support Services,B.001384.2,Librarian III,Exempt,01-Jul-2006,14-Feb-2018,73960.12
LIB,LIB 073 Support Services,B.000656.1,Librarian II,Exempt,07-Dec-2015,02-Feb-2017,58844.50
LIB,LIB 073 Support Services,B.000099.1,Library Support Services Administrator,Exempt,01-Mar-2008,01-Aug-2011,115194.30
LIB,LIB 073 Support Services,B.000397.1,Account Clerk III,Non Exempt,16-Aug-2018,16-Aug-2018,37102.26
LIB,LIB 073 Support Services,B.000963.3,Library Technical Operations Specialist II,Non Exempt,07-Jan-1986,01-Feb-2012,49067.20
LIB,LIB 073 Support Services,B.001992.3,Library Technical Operations Specialist II,Non Exempt,01-Nov-2001,01-Nov-2013,39255.32
LIB,LIB 073 Support Services,B.001339.1,Administrative Technician,Non Exempt,01-Oct-1981,01-Jul-2006,54142.40
LIB,LIB 073 Support Services,B.000537.2,Librarian III,Exempt,16-Apr-2005,01-Nov-2007,83611.32
LIB,LIB 073 Support Services,B.000797.2,Librarian II,Exempt,09-May-2019,09-May-2019,54996.50
LIB,LIB 073 Support Services,B.005818.3,Library Technical Operations Specialist II,Non Exempt,16-Sep-2001,08-Jun-2017,42520.92
LIB,LIB 073 Support Services,B.006876.1,Librarian II,Exempt,17-Aug-2017,03-Aug-2017,56452.50
LIB,LIB 073 Support Services,B.000740.4,Library Technical Operations Specialist II,Non Exempt,01-Dec-2002,14-Sep-2017,42520.92
LIB,LIB 073 Support Services,B.003447.1,Library Program Specialist,Non Exempt,31-Mar-1978,01-Jun-2003,54142.40
LIB,LIB 073 Support Services,B.001897.1,Distribution Clerk II,Non Exempt,01-Jan-2010,01-Jan-2010,33591.48
LIB,LIB 073 Support Services,B.002032.4,Programmer/Analyst III,Exempt,22-Oct-2020,22-Oct-2020,78000.00
LIB,LIB 500 Programming and Community Outreach,B.005808,Librarian II,Exempt,01-Jun-1989,01-Mar-2005,79123.20
LIB,LIB 500 Programming and Community Outreach,B.003082,Librarian IV,Exempt,01-Sep-2007,16-Mar-2013,86009.56
LIB,LIB 500 Programming and Community Outreach,B.006878.2,Library Program Specialist,Non Exempt,16-Jul-2013,22-Aug-2016,40528.80
LIB,LIB 500 Programming and Community Outreach,B.005754.3,Librarian II,Exempt,01-Nov-2011,26-Oct-2017,58740.50
LIB,LIB 500 Programming and Community Outreach,B.002488,Librarian III,Exempt,06-Aug-2009,07-Aug-2015,73960.12
LIB,LIB 500 Programming and Community Outreach,B.005821.2,Librarian II,Exempt,01-Oct-2006,20-Jul-2017,58220.50
LIB,LIB 500 Programming and Community Outreach,B.002380.3,Librarian II,Exempt,01-Nov-2007,07-Apr-2016,58906.90
LIB,LIB 500 Programming and Community Outreach,B.001514.4,Librarian II,Exempt,01-Aug-2009,07-Nov-2016,58865.30
LIB,LIB 500 Programming and Community Outreach,B.001328.1,Librarian II,Exempt,07-Jul-2016,01-Feb-2018,56452.50
LIB,LIB 500 Programming and Community Outreach,B.006663.3,Administrative Assistant,Non Exempt,01-Aug-1988,16-Jun-2001,51521.60
LIB,LIB 500 Programming and Community Outreach,B.006367,Librarian II,Exempt,01-Dec-2002,07-Apr-2015,59010.90
LIB,LIB 500 Programming and Community Outreach,B.002739.1,Librarian II,Exempt,16-Oct-2003,12-Mar-2020,56265.30
LIB,LIB 500 Programming and Community Outreach,B.006917.1,Library Program Specialist,Non Exempt,26-Sep-2006,12-Sep-2019,38074.40
LIB,LIB 500 Programming and Community Outreach,B.006922,Librarian II,Exempt,01-Jun-2013,07-Nov-2016,58844.50
LIB,LIB 500 Programming and Community Outreach,B.002780.2,Librarian III,Exempt,16-Apr-2013,07-Jul-2015,73960.12
LIB,LIB 500 Programming and Community Outreach,B.006370.4,Librarian III,Exempt,01-Mar-2008,11-Apr-2019,73960.12
MCC,MCC 010 Municipal Council,N.030000,Council Member,Exempt,07-May-2019,07-May-2019,13.46
MCC,MCC 010 Municipal Council,N.030001,Mayor,Exempt,01-Jul-2004,20-Nov-2018,14.42
MCC,MCC 010 Municipal Council,N.030000,Council Member,Exempt,01-Jul-1978,01-Jul-1984,13.46
MCC,MCC 010 Municipal Council,N.030000,Council Member,Exempt,01-Jul-1982,01-Jul-1990,13.46
MCC,MCC 010 Municipal Council,N.030000,Council Member,Exempt,10-Nov-2011,10-Nov-2011,13.46
MCC,MCC 010 Municipal Council,N.030000,Council Member,Exempt,01-Jan-2019,01-Jan-2019,13.46
MCC,MCC 010 Municipal Council,N.030000,Council Member,Exempt,23-Apr-2019,23-Apr-2019,13.46
MCC,MCC 010 Municipal Council,N.030000,Council Member,Exempt,01-Jul-2000,01-Jul-2000,13.46
MCC,MCC 010 Municipal Council,N.030002,Vice Mayor,Exempt,19-May-1984,01-May-2018,13.46
MCC,MCC 010 Municipal Council,N.030000,Council Member,Exempt,20-Nov-2018,20-Nov-2018,13.46
MSB,MSB 010 Budget and Management Services,B.002783,Management and Budget Analyst I,Exempt,29-Jul-2021,,49670.40
MSB,MSB 010 Budget and Management Services,B.002676.2,Budget and Management Services Administrators,Exempt,05-Nov-2020,05-Nov-2020,95284.80
MSB,MSB 010 Budget and Management Services,B.003548.2,Director of Budget and Management Services,Exempt,01-Nov-2008,27-Aug-2020,149174.22
MSB,MSB 010 Budget and Management Services,B.001361.1,Executive Assistant II,Non Exempt,19-May-2004,16-Aug-2012,47044.14
MSB,MSB 010 Budget and Management Services,B.004067,Management and Budget Analyst III,Exempt,01-Jun-2005,20-Jul-2017,62108.80
MSB,MSB 010 Budget and Management Services,B.007039,Management and Budget Analyst I,Exempt,04-Jan-2021,04-Jan-2021,49670.40
MSB,MSB 010 Budget and Management Services,B.000425,Management and Budget Analyst II,Exempt,26-Sep-2019,31-Dec-2020,56580.68
MSB,MSB 010 Budget and Management Services,B.001374,Management and Budget Analyst III,Exempt,08-Jun-2017,17-Jun-2021,65056.68
MSB,MSB 010 Budget and Management Services,B.005816.2,Budget and Management Services Administrators,Exempt,22-Jul-2014,22-Oct-2020,99949.72
MSB,MSB 010 Budget and Management Services,B.003691.2,Business Application Specialist I,Non Exempt,24-Sep-2020,24-Sep-2020,47278.40
MSB,MSB 010 Budget and Management Services,B.004073.2,Management and Budget Analyst III,Exempt,22-Aug-2015,29-Aug-2017,67906.28
MSB,MSB 010 Budget and Management Services,B.005807.3,Business Application Specialist II,Exempt,22-Feb-2016,07-May-2020,62467.08
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.002906,Executive Assistant II,Non Exempt,02-Aug-2018,12-Feb-2021,42031.34
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.007662.1,Laboratory Technician I,Non Exempt,27-Sep-2018,20-May-2021,40768.00
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.005183,Account Clerk II,Non Exempt,16-May-2006,16-Oct-2006,40101.62
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.001626.3,Administrative Specialist II,Non Exempt,16-Mar-2005,07-Apr-2016,57368.74
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.005179.1,Aquarium Financial Services Coordinator,Exempt,16-Nov-1995,29-Mar-2018,105906.84
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.005833.4,Administrative Assistant,Non Exempt,12-Aug-2021,12-Aug-2021,35152.00
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.007661.1,Program Educator I,Non Exempt,21-Jun-2013,17-Jun-2021,30326.40
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.007693.1,Accountant III,Exempt,16-Aug-2010,26-Aug-2021,85411.82
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.005184.1,Financial Specialist,Non Exempt,12-Jun-2003,22-Aug-2014,53666.34
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.003941.2,Program Educator II,Non Exempt,01-Apr-2011,01-Apr-2011,51506.00
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.004877,Development Officer,Exempt,28-Mar-2019,28-Mar-2019,101275.20
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.003559.1,Aquarium Operations Administrator,Exempt,14-May-1986,07-Nov-2019,112871.20
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.000200.2,Financial Specialist,Non Exempt,15-Apr-1996,28-Sep-2017,52439.14
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.000306,Director of the Virginia Aquarium,Exempt,02-Jan-1996,01-Feb-2018,167516.70
MUS,MUS 021 Aquarium Stores,B.005185,Museum Gift Shop/Admissions Assistant Supervisor,Non Exempt,16-Jul-1997,01-Feb-2004,36295.48
MUS,MUS 021 Aquarium Stores,B.005193.2,Museum Sales Clerk,Non Exempt,01-May-2012,17-Aug-2017,25567.36
MUS,MUS 021 Aquarium Stores,B.005176,Storekeeper II,Non Exempt,07-Feb-2007,11-May-2017,33467.72
MUS,MUS 021 Aquarium Stores,B.004090.1,Museum Sales Clerk,Non Exempt,02-May-2013,22-Oct-2016,25879.36
MUS,MUS 022 Aquarium Exhibits and Technology,B.007297.1,Clerk Cashier,Non Exempt,17-Jun-2021,17-Jun-2021,28849.60
MUS,MUS 022 Aquarium Exhibits and Technology,B.001291.2,Program Educator III,Non Exempt,31-Dec-2007,22-Mar-2016,62482.68
MUS,MUS 022 Aquarium Exhibits and Technology,B.001786.2,Exhibits Technician II,Non Exempt,20-Jul-2017,20-Jul-2017,39946.40
MUS,MUS 022 Aquarium Exhibits and Technology,B.005196.6,Exhibits Technician I,Non Exempt,23-May-2011,11-May-2017,35900.02
MUS,MUS 022 Aquarium Exhibits and Technology,B.007300.1,Exhibits Technician II,Non Exempt,30-Nov-2000,12-Oct-2017,40757.60
MUS,MUS 022 Aquarium Exhibits and Technology,B.005167.3,Curator,Non Exempt,16-Jul-2006,16-Dec-2008,56607.98
MUS,MUS 022 Aquarium Exhibits and Technology,B.005198.3,Production Technician I,Non Exempt,06-Jul-1984,01-Nov-2002,51162.54
MUS,MUS 022 Aquarium Exhibits and Technology,B.005168.4,Aquarium/Museum Education Programs Coordinator,Exempt,02-Jun-1986,29-Mar-2018,77703.08
MUS,MUS 023 Aquarium 3D Theater,B.007140.1,Veterinarian,Exempt,07-Aug-2016,07-Aug-2016,103719.98
MUS,MUS 023 Aquarium 3D Theater,B.006698.3,Veterinary Technician,Non Exempt,01-Jan-2010,16-Jun-2011,42900.00
MUS,MUS 024 Aquarium Education,B.007601.2,Aquarium Programs Supervisor,Exempt,16-Mar-1996,16-Sep-2009,69788.16
MUS,MUS 024 Aquarium Education,B.004555.3,Program Educator II,Non Exempt,18-May-2005,09-Nov-2017,46243.60
MUS,MUS 024 Aquarium Education,B.007298.1,Program Educator II,Non Exempt,17-Jun-2021,,48048.00
MUS,MUS 024 Aquarium Education,N.030340,Operations Assistant I,Non Exempt,05-May-2010,01-Mar-2014,10.86
MUS,MUS 024 Aquarium Education,B.006728.4,Program Educator I,Non Exempt,01-Jun-2011,17-Jun-2021,30326.40
MUS,MUS 025 Aquarium Facilities and Life Support,B.005160.1,Aquarium/Museum Facilities - Systems Coordinator,Exempt,01-Oct-1995,29-Mar-2018,85775.56
MUS,MUS 025 Aquarium Facilities and Life Support,B.006585.2,Aquarium Life Support Technician I,Non Exempt,13-Aug-2020,13-Aug-2020,34985.60
MUS,MUS 025 Aquarium Facilities and Life Support,B.000009.3,Crew Leader,Non Exempt,01-May-2002,07-Nov-2014,31267.86
MUS,MUS 025 Aquarium Facilities and Life Support,B.007419.1,Crew Leader,Non Exempt,28-May-2013,16-Aug-2018,28979.86
MUS,MUS 025 Aquarium Facilities and Life Support,B.006965.2,Aquarium Life Support Technician I,Non Exempt,12-Aug-2021,12-Aug-2021,33467.20
MUS,MUS 025 Aquarium Facilities and Life Support,B.007299.1,Aquarium Life Support Technician II,Non Exempt,26-Oct-2017,30-Jul-2020,42031.34
MUS,MUS 025 Aquarium Facilities and Life Support,B.005163.1,Laboratory Technician II,Non Exempt,23-Nov-2017,23-Nov-2017,54709.20
MUS,MUS 025 Aquarium Facilities and Life Support,N.030325.2,Operations Assistant I,Non Exempt,26-Apr-2013,26-Apr-2013,10.86
MUS,MUS 025 Aquarium Facilities and Life Support,B.007301,Senior Curator,Exempt,12-Mar-2020,12-Mar-2020,59769.32
MUS,MUS 025 Aquarium Facilities and Life Support,B.004886.2,General Supervisor,Non Exempt,01-Aug-2012,13-Feb-2020,55484.00
MUS,MUS 025 Aquarium Facilities and Life Support,B.005985.3,Aquarium Life Support Technician I,Non Exempt,14-Jan-2021,14-Jan-2021,33467.20
MUS,MUS 026 Aquarium Marketing,B.007599,Media and Communications Coordinator I,Non Exempt,12-Aug-2021,12-Aug-2021,42827.20
MUS,MUS 026 Aquarium Marketing,B.002265.2,Media and Communications Coordinator II,Non Exempt,07-Nov-2019,07-Nov-2019,53814.02
MUS,MUS 026 Aquarium Marketing,B.002622.2,Graphic Designer,Non Exempt,01-Jul-2000,07-Oct-2015,50949.60
MUS,MUS 026 Aquarium Marketing,B.005158,Aquarium Marketing Coordinator,Exempt,11-Mar-2021,11-Mar-2021,66809.60
MUS,MUS 026 Aquarium Marketing,B.005171.1,Administrative Assistant,Non Exempt,16-Nov-2006,16-Nov-2006,43862.26
MUS,MUS 026 Aquarium Marketing,B.007415,Graphic Designer,Non Exempt,17-Jun-2021,,38792.00
MUS,MUS 026 Aquarium Marketing,B.001464.2,Media and Communications Coordinator II,Non Exempt,26-Aug-2021,,52187.20
MUS,MUS 027 Aquarium Research and Conservation,N.030550,Operations Assistant II,Non Exempt,17-Jun-2014,,13.34
MUS,MUS 027 Aquarium Research and Conservation,B.007417.1,Senior Curator,Exempt,22-Feb-2016,22-Feb-2016,68578.90
MUS,MUS 027 Aquarium Research and Conservation,B.006392,Exhibits Technician II,Non Exempt,20-Jul-2000,22-Jun-2016,41714.40
MUS,MUS 027 Aquarium Research and Conservation,B.006580.1,Exhibits Technician II,Non Exempt,22-Jun-2017,,36920.00
MUS,MUS 027 Aquarium Research and Conservation,B.000428,Curator Manager,Exempt,04-Jan-1982,01-Feb-2004,101275.20
MUS,MUS 027 Aquarium Research and Conservation,B.005192,Exhibits Technician III,Non Exempt,14-Apr-1991,01-Jul-1997,57080.40
MUS,MUS 027 Aquarium Research and Conservation,B.007416,Exhibits Technician I,Non Exempt,22-Aug-2011,17-Jan-2019,33612.02
MUS,MUS 028 Aquarium Guest Experiences,B.005194.2,Office Supervisor,Non Exempt,11-Jun-2007,22-Sep-2014,53887.60
MUS,MUS 028 Aquarium Guest Experiences,B.006710.1,Clerk Cashier,Non Exempt,30-Jul-2018,24-Oct-2019,29743.48
MUS,MUS 028 Aquarium Guest Experiences,B.002804.5,Business Application Specialist I,Non Exempt,15-Feb-2007,07-Oct-2015,53458.34
MUS,MUS 028 Aquarium Guest Experiences,B.007302.1,Clerk Cashier,Non Exempt,18-Jan-2018,18-Jan-2018,31137.08
MUS,MUS 028 Aquarium Guest Experiences,B.006709.2,Clerk Cashier,Non Exempt,16-Feb-2017,16-Feb-2017,31178.68
MUS,MUS 028 Aquarium Guest Experiences,B.006630.6,Administrative Technician,Non Exempt,19-Jun-2001,13-Apr-2017,40424.80
MUS,MUS 028 Aquarium Guest Experiences,B.005169.2,Aquarium/Museum Guest Services Coordinator,Exempt,01-Feb-2008,29-Mar-2018,77703.08
MUS,MUS 029 Aquarium Foundation,G.040036,Senior Curator,Exempt,05-Jun-1985,16-May-2006,67018.90
MUS,MUS 029 Aquarium Foundation,G.007061.1,Administrative Technician,Non Exempt,11-Mar-2021,11-Mar-2021,36920.00
MUS,MUS 029 Aquarium Foundation,G.006564,Exhibits Technician II,Non Exempt,21-Jul-2011,07-Oct-2016,40799.20
MUS,MUS 029 Aquarium Foundation,G.006317.2,Administrative Technician,Non Exempt,01-Jul-2001,11-May-2017,40424.80
MUS,MUS 029 Aquarium Foundation,N.030396,Boat Captain,Non Exempt,30-Jul-2020,,27.61
MUS,MUS 029 Aquarium Foundation,G.006785,Exhibits Technician I,Non Exempt,25-Feb-2021,25-Feb-2021,31844.80
MUS,MUS 029 Aquarium Foundation,G.006725.3,Exhibits Technician II,Non Exempt,22-Nov-2016,31-Jan-2019,38968.80
MUS,MUS 029 Aquarium Foundation,N.030351,Operations Assistant I,Non Exempt,19-Nov-2013,01-Mar-2014,10.86
MUS,MUS 029 Aquarium Foundation,N.030353.1,Operations Assistant III,Non Exempt,11-Dec-2006,11-Dec-2006,14.89
MUS,MUS 029 Aquarium Foundation,G.006316,Account Clerk III,Non Exempt,22-Jun-2014,22-Apr-2016,39291.20
MUS,MUS 029 Aquarium Foundation,G.006726.1,Exhibits Technician II,Non Exempt,26-Apr-2018,17-Dec-2020,38074.40
MUS,MUS 029 Aquarium Foundation,G.006727.1,Program Educator II,Non Exempt,01-Jul-2001,16-Feb-2005,52379.60
MUS,MUS 029 Aquarium Foundation,G.006631.1,Administrative Technician,Non Exempt,11-May-2013,05-Nov-2020,36920.00
MUS,MUS 029 Aquarium Foundation,N.030351,Operations Assistant I,Non Exempt,09-Aug-2018,,10.86
MUS,MUS 030 Aquarium Animal Husbandry,B.006715.1,Exhibits Technician I,Non Exempt,12-Sep-2019,12-Sep-2019,32842.42
MUS,MUS 030 Aquarium Animal Husbandry,B.006714.1,Exhibits Technician I,Non Exempt,29-Jul-2021,,31844.80
MUS,MUS 030 Aquarium Animal Husbandry,B.006964.1,Exhibits Technician I,Non Exempt,01-Jul-2021,,31844.80
MUS,MUS 030 Aquarium Animal Husbandry,B.006718.1,Exhibits Technician I,Non Exempt,09-Apr-2020,09-Apr-2020,32842.42
MUS,MUS 030 Aquarium Animal Husbandry,B.006584.1,Exhibits Technician III,Non Exempt,01-Dec-2013,17-Jan-2019,53898.00
MUS,MUS 030 Aquarium Animal Husbandry,B.002717.1,Exhibits Technician III,Non Exempt,15-Mar-2004,07-Nov-2014,53887.60
MUS,MUS 030 Aquarium Animal Husbandry,B.006712.2,Exhibits Technician II,Non Exempt,15-Aug-2019,15-Aug-2019,38074.40
MUS,MUS 030 Aquarium Animal Husbandry,B.000039.2,Exhibits Technician III,Non Exempt,28-Jun-2005,01-Jan-2012,46841.60
MUS,MUS 030 Aquarium Animal Husbandry,B.006713.1,Exhibits Technician I,Non Exempt,23-Apr-2020,23-Apr-2020,32842.42
MUS,MUS 030 Aquarium Animal Husbandry,B.006722.1,Exhibits Technician I,Non Exempt,20-Jul-2000,01-Jul-2011,37564.02
MUS,MUS 030 Aquarium Animal Husbandry,B.004885.1,Exhibits Technician I,Non Exempt,16-Jan-2020,16-Jan-2020,32842.42
MUS,MUS 030 Aquarium Animal Husbandry,B.001085.1,Curator Manager,Exempt,16-Oct-1995,31-Aug-2017,89852.36
MUS,MUS 030 Aquarium Animal Husbandry,B.006719.1,Exhibits Technician I,Non Exempt,21-Jun-2018,21-Jun-2018,34381.62
MUS,MUS 030 Aquarium Animal Husbandry,B.006717.1,Exhibits Technician II,Non Exempt,24-Oct-2019,24-Oct-2019,38074.40
